Date_Time,Open,High,Low,Close,Volume
2019-02-14 12:00:00,1.12966,1.13030,1.12911,1.12954,1587
2019-02-14 16:00:00,1.12948,1.12969,1.12858,1.12874,964
2019-02-14 20:00:00,1.12876,1.12894,1.12828,1.12852,580
2019-02-15 00:00:00,1.12849,1.12914,1.12683,1.12834,2628
2019-02-15 04:00:00,1.12831,1.12864,1.12343,1.12528,4684
2019-02-15 08:00:00,1.12530,1.12856,1.12518,1.12730,6164
2019-02-15 12:00:00,1.12728,1.13061,1.12723,1.12946,2333
2019-02-17 16:00:00,1.12926,1.13117,1.12896,1.13097,781
2019-02-17 20:00:00,1.13095,1.13249,1.13068,1.13086,1035
2019-02-18 00:00:00,1.13086,1.13188,1.12950,1.13155,2629
2019-02-18 04:00:00,1.13152,1.13338,1.13112,1.13220,2198
2019-02-18 08:00:00,1.13223,1.13270,1.13026,1.13110,2066
2019-02-18 12:00:00,1.13107,1.13166,1.13078,1.13106,805
2019-02-18 16:00:00,1.13118,1.13138,1.13026,1.13044,687
2019-02-18 20:00:00,1.13042,1.13051,1.12932,1.12996,781
2019-02-19 00:00:00,1.12998,1.13245,1.12936,1.13036,3361
2019-02-19 04:00:00,1.13034,1.13142,1.12756,1.12958,4233
2019-02-19 08:00:00,1.12961,1.13576,1.12958,1.13482,6588
2019-02-19 12:00:00,1.13479,1.13542,1.13359,1.13406,1811
2019-02-19 16:00:00,1.13419,1.13560,1.13356,1.13546,1269
2019-02-19 16:00:00,1.13419,1.13560,1.13356,1.13546,1269
2019-02-19 20:00:00,1.13544,1.13556,1.13378,1.13378,848
2019-02-20 00:00:00,1.13378,1.13584,1.13316,1.13469,3174
2019-02-20 04:00:00,1.13467,1.13474,1.13250,1.13368,3505
2019-02-20 08:00:00,1.13370,1.13704,1.13302,1.13660,4892
2019-02-20 12:00:00,1.13658,1.13712,1.13350,1.13370,5084
2019-02-20 16:00:00,1.13378,1.13483,1.13326,1.13346,1661
2019-02-20 20:00:00,1.13348,1.13527,1.13348,1.13362,1502
2019-02-21 00:00:00,1.13362,1.13632,1.13204,1.13274,6495
2019-02-21 04:00:00,1.13272,1.13664,1.13237,1.13622,4959
2019-02-21 08:00:00,1.13624,1.13657,1.13232,1.13306,5311
2019-02-21 12:00:00,1.13304,1.13409,1.13270,1.13343,1801
2019-02-21 16:00:00,1.13385,1.13418,1.13318,1.13376,1025
2019-02-21 20:00:00,1.13378,1.13401,1.13319,1.13382,821
2019-02-22 00:00:00,1.13382,1.13514,1.13362,1.13399,2342
2019-02-22 04:00:00,1.13396,1.13447,1.13162,1.13363,3343
2019-02-22 08:00:00,1.13361,1.13556,1.13280,1.13454,5401
2019-02-22 12:00:00,1.13452,1.13484,1.13302,1.13342,1966
2019-02-24 16:00:00,1.13359,1.13492,1.13286,1.13444,1100
2019-02-24 20:00:00,1.13447,1.13453,1.13373,1.13428,968
2019-02-25 00:00:00,1.13428,1.13590,1.13418,1.13494,2579
2019-02-25 04:00:00,1.13492,1.13675,1.13486,1.13546,2953
2019-02-25 08:00:00,1.13549,1.13610,1.13368,1.13477,4863
2019-02-25 12:00:00,1.13475,1.13675,1.13448,1.13574,1367
2019-02-25 16:00:00,1.13616,1.13653,1.13543,1.13568,971
2019-02-25 20:00:00,1.13571,1.13674,1.13562,1.13592,800
2019-02-26 00:00:00,1.13592,1.13677,1.13458,1.13672,2761
2019-02-26 04:00:00,1.13676,1.13754,1.13546,1.13722,3796
2019-02-26 08:00:00,1.13720,1.13800,1.13453,1.13797,6921
2019-02-26 12:00:00,1.13800,1.14028,1.13721,1.13892,2037
2019-02-26 16:00:00,1.13894,1.13958,1.13820,1.13856,1291
2019-02-26 20:00:00,1.13858,1.13872,1.13754,1.13782,1014
2019-02-27 00:00:00,1.13782,1.13976,1.13727,1.13950,2899
2019-02-27 04:00:00,1.13952,1.14036,1.13802,1.13849,3875
2019-02-27 08:00:00,1.13847,1.13952,1.13624,1.13691,6344
2019-02-27 12:00:00,1.13688,1.13771,1.13672,1.13695,1477
2019-02-27 16:00:00,1.13673,1.13800,1.13673,1.13774,1113
2019-02-27 20:00:00,1.13772,1.13798,1.13743,1.13758,709
2019-02-28 00:00:00,1.13758,1.13936,1.13674,1.13910,3563
2019-02-28 04:00:00,1.13913,1.14197,1.13822,1.13864,5630
2019-02-28 08:00:00,1.13866,1.13959,1.13596,1.13818,7322
2019-02-28 12:00:00,1.13821,1.13877,1.13698,1.13706,2007
2019-02-28 16:00:00,1.13706,1.13752,1.13688,1.13722,960
2019-02-28 20:00:00,1.13718,1.13754,1.13640,1.13706,789
2019-03-01 00:00:00,1.13706,1.13742,1.13532,1.13602,3219
2019-03-01 04:00:00,1.13604,1.13877,1.13554,1.13820,3694
2019-03-01 08:00:00,1.13818,1.14086,1.13648,1.13652,6246
2019-03-01 12:00:00,1.13654,1.13684,1.13546,1.13648,2370
2019-03-03 16:00:00,1.13828,1.13831,1.13668,1.13687,928
2019-03-03 20:00:00,1.13690,1.13705,1.13618,1.13626,810
2019-03-04 00:00:00,1.13626,1.13690,1.13343,1.13429,3240
2019-03-04 04:00:00,1.13427,1.13454,1.13278,1.13428,3241
2019-03-04 08:00:00,1.13430,1.13433,1.13092,1.13320,4017
2019-03-04 12:00:00,1.13322,1.13430,1.13250,1.13398,1305
2019-03-04 16:00:00,1.13396,1.13412,1.13326,1.13336,1059
2019-03-04 20:00:00,1.13334,1.13376,1.13248,1.13290,959
2019-03-05 00:00:00,1.13290,1.13384,1.13162,1.13272,3547
2019-03-05 04:00:00,1.13274,1.13386,1.13204,1.13308,2739
2019-03-05 08:00:00,1.13310,1.13354,1.12896,1.12972,6120
2019-03-05 12:00:00,1.12974,1.13104,1.12940,1.13078,1292
2019-03-05 16:00:00,1.13078,1.13079,1.12981,1.13028,1242
2019-03-05 20:00:00,1.13030,1.13036,1.12898,1.12978,940
2019-03-06 00:00:00,1.12978,1.13104,1.12946,1.13012,2434
2019-03-06 04:00:00,1.13009,1.13150,1.12854,1.13048,4082
2019-03-06 08:00:00,1.13046,1.13246,1.13044,1.13082,4358
2019-03-06 12:00:00,1.13080,1.13122,1.13046,1.13066,1337
2019-03-06 16:00:00,1.13072,1.13156,1.13069,1.13086,2408
2019-03-06 20:00:00,1.13084,1.13102,1.13031,1.13065,732
2019-03-07 00:00:00,1.13065,1.13138,1.13014,1.13096,2923
2019-03-07 04:00:00,1.13098,1.13202,1.12540,1.12604,7134
2019-03-07 08:00:00,1.12601,1.12602,1.12064,1.12254,8340
2019-03-07 12:00:00,1.12252,1.12259,1.11764,1.11940,3941
2019-03-07 16:00:00,1.11937,1.11988,1.11854,1.11884,1026
2019-03-07 20:00:00,1.11882,1.12018,1.11866,1.12016,1186
2019-03-08 00:00:00,1.12016,1.12155,1.11974,1.12130,3300
2019-03-08 04:00:00,1.12127,1.12410,1.12090,1.12255,5720
2019-03-08 08:00:00,1.12257,1.12461,1.12222,1.12403,6276
2019-03-08 12:00:00,1.12405,1.12434,1.12307,1.12347,1546
2019-03-10 15:00:00,1.12336,1.12375,1.12232,1.12280,656
2019-03-10 19:00:00,1.12278,1.12338,1.12240,1.12335,673
2019-03-10 23:00:00,1.12333,1.12506,1.12323,1.12464,1858
2019-03-11 03:00:00,1.12461,1.12586,1.12328,1.12367,3816
2019-03-11 07:00:00,1.12370,1.12546,1.12218,1.12334,4136
2019-03-11 11:00:00,1.12337,1.12503,1.12302,1.12450,2236
2019-03-11 15:00:00,1.12452,1.12738,1.12452,1.12591,2429
2019-03-11 19:00:00,1.12594,1.12656,1.12513,1.12516,601
2019-03-11 23:00:00,1.12513,1.12830,1.12513,1.12826,2386
2019-03-12 03:00:00,1.12823,1.12848,1.12494,1.12816,6444
2019-03-12 07:00:00,1.12818,1.12950,1.12672,1.12938,5143
2019-03-12 11:00:00,1.12940,1.13050,1.12824,1.12874,3102
2019-03-12 15:00:00,1.12864,1.12902,1.12851,1.12881,535
2019-03-12 19:00:00,1.12884,1.12901,1.12830,1.12836,625
2019-03-12 23:00:00,1.12834,1.12968,1.12776,1.12942,2100
2019-03-13 03:00:00,1.12940,1.13050,1.12892,1.12938,3219
2019-03-13 07:00:00,1.12940,1.13152,1.12907,1.13052,4189
2019-03-13 11:00:00,1.13050,1.13387,1.13000,1.13278,4050
2019-03-13 15:00:00,1.13296,1.13376,1.13248,1.13273,890
2019-03-13 19:00:00,1.13276,1.13318,1.13178,1.13192,939
2019-03-13 23:00:00,1.13189,1.13362,1.13124,1.13265,2508
2019-03-14 03:00:00,1.13262,1.13262,1.12961,1.13014,4636
2019-03-14 07:00:00,1.13016,1.13094,1.12942,1.12997,5036
2019-03-14 11:00:00,1.12994,1.13076,1.12973,1.13044,2027
2019-03-14 15:00:00,1.13032,1.13095,1.12998,1.13059,818
2019-03-14 19:00:00,1.13056,1.13270,1.13045,1.13191,855
2019-03-14 23:00:00,1.13188,1.13290,1.13148,1.13236,1835
2019-03-15 03:00:00,1.13233,1.13266,1.13030,1.13037,2475
2019-03-15 07:00:00,1.13035,1.13444,1.13002,1.13176,5539
2019-03-15 11:00:00,1.13178,1.13293,1.13168,1.13250,1476
2019-03-17 15:00:00,1.13226,1.13278,1.13194,1.13210,526
2019-03-17 19:00:00,1.13207,1.13385,1.13202,1.13364,714
2019-03-17 23:00:00,1.13362,1.13506,1.13320,1.13448,1999
2019-03-18 03:00:00,1.13445,1.13588,1.13404,1.13463,2666
2019-03-18 07:00:00,1.13465,1.13497,1.13260,1.13296,3473
2019-03-18 11:00:00,1.13294,1.13430,1.13248,1.13394,1278
2019-03-18 15:00:00,1.13354,1.13401,1.13338,1.13380,647
2019-03-18 19:00:00,1.13382,1.13489,1.13368,1.13460,695
2019-03-18 23:00:00,1.13458,1.13574,1.13424,1.13546,1720
2019-03-19 03:00:00,1.13543,1.13616,1.13473,1.13522,2569
2019-03-19 07:00:00,1.13520,1.13614,1.13388,1.13496,3773
2019-03-19 11:00:00,1.13498,1.13592,1.13476,1.13507,1232
2019-03-19 15:00:00,1.13521,1.13569,1.13473,1.13473,654
2019-03-19 19:00:00,1.13470,1.13504,1.13430,1.13462,717
2019-03-19 23:00:00,1.13459,1.13535,1.13358,1.13430,1738
2019-03-20 03:00:00,1.13432,1.13662,1.13422,1.13546,2708
2019-03-20 07:00:00,1.13548,1.13644,1.13462,1.13500,3605
2019-03-20 11:00:00,1.13498,1.14482,1.13474,1.14128,10030
2019-03-20 15:00:00,1.14128,1.14345,1.14126,1.14320,1502
2019-03-20 19:00:00,1.14323,1.14376,1.14215,1.14260,1023
2019-03-20 23:00:00,1.14258,1.14294,1.13928,1.13986,2962
2019-03-21 03:00:00,1.13988,1.14071,1.13842,1.13854,3912
2019-03-21 07:00:00,1.13856,1.13953,1.13430,1.13523,6450
2019-03-21 11:00:00,1.13520,1.13772,1.13428,1.13754,3795
2019-03-21 15:00:00,1.13749,1.13792,1.13617,1.13672,1025
2019-03-21 19:00:00,1.13674,1.13775,1.13652,1.13775,844
2019-03-21 23:00:00,1.13772,1.13906,1.12885,1.13034,6249
2019-03-22 03:00:00,1.13031,1.13196,1.12930,1.13058,6836
2019-03-22 07:00:00,1.13056,1.13154,1.12736,1.12843,8108
2019-03-22 11:00:00,1.12841,1.13020,1.12823,1.13014,2189
2019-03-24 15:00:00,1.12930,1.13002,1.12892,1.12900,1157
2019-03-24 19:00:00,1.12903,1.13006,1.12903,1.12981,803
2019-03-24 23:00:00,1.12984,1.13142,1.12947,1.13086,2413
2019-03-25 03:00:00,1.13089,1.13248,1.13040,1.13186,3993
2019-03-25 07:00:00,1.13188,1.13314,1.13108,1.13116,5259
2019-03-25 11:00:00,1.13114,1.13260,1.13102,1.13128,2164
2019-03-25 15:00:00,1.13108,1.13194,1.13108,1.13178,1034
2019-03-25 19:00:00,1.13174,1.13220,1.13113,1.13113,860
2019-03-25 23:00:00,1.13110,1.13168,1.13032,1.13068,2380
2019-03-26 03:00:00,1.13070,1.13259,1.12848,1.12880,4362
2019-03-26 07:00:00,1.12878,1.13001,1.12781,1.12884,5000
2019-03-26 11:00:00,1.12886,1.12946,1.12634,1.12656,2424
2019-03-26 15:00:00,1.12650,1.12772,1.12616,1.12672,1100
2019-03-26 19:00:00,1.12674,1.12674,1.12509,1.12576,1269
2019-03-26 23:00:00,1.12578,1.12782,1.12470,1.12758,3366
2019-03-27 03:00:00,1.12760,1.12856,1.12662,1.12713,4912
2019-03-27 07:00:00,1.12710,1.12722,1.12423,1.12628,7524
2019-03-27 11:00:00,1.12632,1.12676,1.12439,1.12440,3043
2019-03-27 15:00:00,1.12452,1.12554,1.12450,1.12483,986
2019-03-27 19:00:00,1.12486,1.12576,1.12434,1.12548,988
2019-03-27 23:00:00,1.12546,1.12612,1.12343,1.12522,3654
2019-03-28 03:00:00,1.12525,1.12588,1.12209,1.12214,4761
2019-03-28 07:00:00,1.12216,1.12385,1.12137,1.12274,7552
2019-03-28 11:00:00,1.12272,1.12379,1.12204,1.12240,2266
2019-03-28 15:00:00,1.12217,1.12350,1.12216,1.12322,901
2019-03-28 19:00:00,1.12320,1.12332,1.12236,1.12303,956
2019-03-28 23:00:00,1.12300,1.12390,1.12224,1.12301,2958
2019-03-29 03:00:00,1.12304,1.12466,1.12100,1.12318,5284
2019-03-29 07:00:00,1.12321,1.12416,1.12207,1.12253,7473
2019-03-29 11:00:00,1.12250,1.12271,1.12134,1.12178,2370
2019-03-31 15:00:00,1.12296,1.12313,1.12204,1.12282,699
2019-03-31 19:00:00,1.12284,1.12352,1.12246,1.12342,799
2019-03-31 23:00:00,1.12344,1.12498,1.12276,1.12464,4107
2019-04-01 03:00:00,1.12461,1.12486,1.12273,1.12348,3910
2019-04-01 07:00:00,1.12351,1.12453,1.12045,1.12064,5556
2019-04-01 11:00:00,1.12062,1.12140,1.12041,1.12128,1257
2019-04-01 15:00:00,1.12125,1.12126,1.11988,1.12058,663
2019-04-01 19:00:00,1.12055,1.12058,1.11961,1.12023,953
2019-04-01 23:00:00,1.12020,1.12113,1.11904,1.11980,2803
2019-04-02 03:00:00,1.11982,1.12122,1.11972,1.12058,3154
